package,version,ecosystem,package_manager,license,license_family,dependency_scope,direct_or_transitive,is_dev_dependency,project_type,distribution_model,usage,linking_type,network_exposed,commercial_use,attribution_notice,license_text,source_modified,redistribution,license_confidence,risk,reason
python-package-high-177,5.2.6,python,pip,Custom License,Unknown,build,transitive,yes,embedded firmware,distributed,model serving framework,service,possible,yes,missing,included,unknown,unknown,low,High,"Custom License is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
java-package-high-178,2.7.16,java,maven,Proprietary,Restricted,runtime,transitive,no,embedded firmware,hosted,core library,dynamic,unknown,yes,missing,included,possible,possible,medium,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
rust-package-high-179,0.2.10,rust,cargo,GPL-2.0,Strong Copyleft,test,direct,no,DevOps automation platform,distributed,API service,unknown,unknown,yes,missing,missing,yes,unknown,low,High,"GPL-2.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
go-package-high-180,1.1.22,go,go-mod,GPL-3.0,Strong Copyleft,test,transitive,no,financial reporting system,distributed,visualization library,unknown,unknown,yes,missing,missing,possible,yes,medium,High,"GPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
python-package-high-181,1.10.12,python,pip,Proprietary,Restricted,build,transitive,no,commercial SaaS platform,distributed,embedded library,static,yes,yes,preserved,unknown,possible,yes,low,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
rust-package-high-182,1.8.10,rust,cargo,Proprietary,Restricted,build,direct,no,industrial IoT platform,hosted,SDK integration,service,yes,yes,unknown,missing,unknown,possible,medium,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
rust-package-high-183,1.15.21,rust,cargo,Proprietary,Restricted,runtime,transitive,yes,enterprise analytics platform,distributed,automation library,unknown,possible,yes,missing,unknown,possible,possible,medium,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
rust-package-high-184,3.0.30,rust,cargo,GPL-3.0,Strong Copyleft,test,direct,no,healthcare portal,internal-only,data processing module,unknown,possible,yes,unknown,included,possible,possible,medium,High,"GPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
java-package-high-185,5.4.11,java,maven,AGPL-3.0,Strong Copyleft,optional,direct,yes,financial reporting system,distributed,utility package,static,yes,yes,missing,included,possible,unknown,medium,High,"AGPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
go-package-high-186,2.18.25,go,go-mod,AGPL-3.0,Strong Copyleft,test,direct,yes,DevOps automation platform,internal-only,data processing module,static,possible,yes,preserved,included,possible,yes,medium,High,"AGPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
rust-package-high-187,0.10.16,rust,cargo,Unknown,Unknown,runtime,transitive,yes,DevOps automation platform,hosted,workflow engine,unknown,unknown,yes,preserved,included,yes,yes,medium,High,"Unknown is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-188,2.4.11,node,npm,Proprietary,Restricted,runtime,transitive,yes,cloud CRM platform,internal-only,core library,service,unknown,yes,preserved,missing,unknown,yes,medium,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
rust-package-high-189,2.19.28,rust,cargo,AGPL-3.0,Strong Copyleft,build,direct,yes,healthcare portal,internal-only,core library,static,possible,yes,preserved,missing,possible,unknown,medium,High,"AGPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
python-package-high-190,2.8.6,python,pip,Custom License,Unknown,build,transitive,yes,commercial SaaS platform,internal-only,model serving framework,unknown,yes,yes,missing,missing,possible,unknown,medium,High,"Custom License is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-191,4.14.24,node,npm,Unknown,Unknown,test,direct,no,financial reporting system,distributed,plugin framework,unknown,unknown,yes,unknown,included,possible,unknown,low,High,"Unknown is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
python-package-high-192,2.17.15,python,pip,GPL-2.0,Strong Copyleft,test,direct,no,industrial IoT platform,internal-only,core library,unknown,possible,yes,missing,missing,possible,unknown,low,High,"GPL-2.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
java-package-high-193,2.18.24,java,maven,Custom License,Unknown,runtime,direct,yes,cybersecurity monitoring tool,hosted,visualization library,dynamic,yes,yes,unknown,unknown,unknown,yes,low,High,"Custom License is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
java-package-high-194,2.10.2,java,maven,GPL-2.0,Strong Copyleft,optional,transitive,yes,cybersecurity monitoring tool,distributed,workflow engine,dynamic,possible,yes,missing,included,yes,possible,low,High,"GPL-2.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
python-package-high-195,1.14.5,python,pip,Unknown,Unknown,runtime,transitive,yes,cloud CRM platform,hosted,model serving framework,dynamic,yes,yes,preserved,included,possible,unknown,low,High,"Unknown is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-196,1.4.30,node,npm,GPL-2.0,Strong Copyleft,build,transitive,no,industrial IoT platform,internal-only,model serving framework,unknown,yes,yes,preserved,missing,yes,yes,medium,High,"GPL-2.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
python-package-high-197,0.6.18,python,pip,Unknown,Unknown,runtime,direct,yes,cybersecurity monitoring tool,hosted,API service,dynamic,possible,yes,missing,included,possible,unknown,low,High,"Unknown is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
go-package-high-198,0.20.23,go,go-mod,GPL-3.0,Strong Copyleft,test,transitive,no,industrial IoT platform,hosted,messaging framework,static,possible,yes,missing,missing,possible,unknown,medium,High,"GPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
python-package-high-199,5.9.14,python,pip,Proprietary,Restricted,runtime,transitive,no,AI inference platform,hosted,backend framework,dynamic,unknown,yes,unknown,included,possible,yes,medium,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-200,4.9.11,node,npm,Custom License,Unknown,optional,direct,yes,banking middleware,hosted,workflow engine,dynamic,unknown,yes,unknown,unknown,possible,unknown,low,High,"Custom License is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
rust-package-high-201,5.10.14,rust,cargo,Proprietary,Restricted,optional,direct,no,cybersecurity monitoring tool,internal-only,data processing module,service,possible,yes,unknown,unknown,unknown,yes,low,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
go-package-high-202,0.0.30,go,go-mod,GPL-2.0,Strong Copyleft,test,direct,no,financial reporting system,distributed,automation library,static,yes,yes,unknown,missing,possible,possible,low,High,"GPL-2.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
java-package-high-203,0.8.13,java,maven,Proprietary,Restricted,runtime,transitive,yes,mobile application,distributed,shared library,service,unknown,yes,unknown,unknown,unknown,possible,low,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-204,0.3.2,node,npm,Proprietary,Restricted,build,transitive,no,banking middleware,hosted,automation library,unknown,yes,yes,preserved,included,possible,yes,low,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
rust-package-high-205,0.1.15,rust,cargo,Proprietary,Restricted,optional,transitive,no,embedded firmware,hosted,data processing module,dynamic,possible,yes,unknown,missing,unknown,unknown,medium,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
java-package-high-206,0.8.30,java,maven,GPL-3.0,Strong Copyleft,build,direct,no,commercial SaaS platform,internal-only,core library,unknown,possible,yes,preserved,missing,possible,possible,low,High,"GPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
java-package-high-207,0.19.11,java,maven,AGPL-3.0,Strong Copyleft,optional,transitive,yes,robotics control system,internal-only,visualization library,service,possible,yes,preserved,included,possible,unknown,medium,High,"AGPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-208,4.12.11,node,npm,Proprietary,Restricted,optional,transitive,no,desktop application,internal-only,embedded library,unknown,possible,yes,preserved,missing,yes,unknown,low,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
